"","athlete","team","avg_pts","exp_pts","n","event_id","task"
"33261","Laura Masters","NO (Burns)","4.0000","2.6893","1",126,"CLEARING"
"33262","Grace Holyoke","ON (Armstrong)","3.0000","2.5722","19",126,"DOUBLE"
"33263","Julia Hunter","NB (Crook)","2.5385","2.6278","13",126,"DOUBLE"
"33264","Lauren Lenentine","PE (Lenentine)","1.9091","2.1927","11",126,"DOUBLE"
"33265","Megan Kearley","NL (Godsland)","2.5455","2.606","11",126,"DOUBLE"
"33266","Émilia Gagné","QC (Boisvert)","2.4000","2.5912","10",126,"DOUBLE"
"33267","Chantele Broderson","AB (Streifel)","2.6000","2.5818","10",126,"DOUBLE"
"33268","Marika Van Osch","BC (Brown)","2.8000","2.5627","10",126,"DOUBLE"
"33269","Brooke Godsland","NL (Godsland)","3.2000","2.3571","10",126,"DOUBLE"
"33270","Janique LeBlanc","NS (Clarke)","2.8750","2.5804","8",126,"DOUBLE"
"33271","Camille Boisvert","QC (Boisvert)","2.8750","2.2713","8",126,"DOUBLE"
"33272","Lindsay Dubue","ON (Armstrong)","2.1250","2.5722","8",126,"DOUBLE"
"33273","Kate Goodhelpsen","AB (Streifel)","2.1250","2.6081","8",126,"DOUBLE"
"33274","Kristen Streifel","AB (Streifel)","1.7500","2.2987","8",126,"DOUBLE"
"33275","Danielle Hubbard","NB (Crook)","3.5000","2.6785","8",126,"DOUBLE"
"33276","Samantha Crook","NB (Crook)","1.7500","2.1166","8",126,"DOUBLE"
"33277","Dezaray Hawes","BC (Brown)","2.5714","2.6404","7",126,"DOUBLE"
"33278","Sara England","SK (Jones)","2.0000","2.5594","7",126,"DOUBLE"
"33279","Corryn Brown","BC (Brown)","1.4286","2.1085","7",126,"DOUBLE"
"33280","Kaitlyn Jones","SK (Jones)","3.1429","2.2675","7",126,"DOUBLE"
"33281","Krysta Burns","NO (Burns)","3.7143","2.3229","7",126,"DOUBLE"
"33282","Breanne Burgoyne","PE (Lenentine)","2.3333","2.6422","6",126,"DOUBLE"
"33283","Hailey Ryan","MB (Burtnyk)","3.1667","2.6589","6",126,"DOUBLE"
"33284","Laura Burtnyk","MB (Burtnyk)","2.4000","2.2741","5",126,"DOUBLE"
"33285","Karlee Burgess","NS (Clarke)","3.2000","2.8059","5",126,"DOUBLE"
"33286","Laura Guénard","QC (Boisvert)","3.2000","2.436","5",126,"DOUBLE"
"33287","Rayann Zerr","SK (Jones)","2.2500","2.6351","4",126,"DOUBLE"
"33288","Julie Squires-Rowe","NT (Walsh)","2.2500","2.5527","4",126,"DOUBLE"
"33289","Laura Masters","NO (Burns)","2.7500","2.7119","4",126,"DOUBLE"
"33290","Kristin Clarke","NS (Clarke)","1.0000","2.1857","4",126,"DOUBLE"
"33291","Megan Smith","NO (Burns)","3.0000","2.5177","4",126,"DOUBLE"
"33292","Hailey Armstrong","ON (Armstrong)","2.5000","2.4636","4",126,"DOUBLE"
"33293","Gabrielle Molloy","NL (Godsland)","2.5000","2.6411","4",126,"DOUBLE"
"33294","Sara Guy","NO (Burns)","2.7500","2.6302","4",126,"DOUBLE"
"33295","Alyssa Meger","YT (Meger)","1.7500","2.3324","4",126,"DOUBLE"
"33296","Emily Matthews","YT (Meger)","2.0000","2.531","3",126,"DOUBLE"
"33297","Nicole Griffiths","NT (Walsh)","1.3333","2.5512","3",126,"DOUBLE"
"33298","Sadie Pinksen","NU (Pinksen)","3.0000","2.1746","3",126,"DOUBLE"
"33299","Marcia Richardson","ON (Armstrong)","1.6667","2.5756","3",126,"DOUBLE"
"33300","Rachel O'Connor","PE (Lenentine)","2.5000","2.9121","2",126,"DOUBLE"
"33301","Peyton L'Henaff","YT (Meger)","2.5000","2.4826","2",126,"DOUBLE"
"33302","Zoey Walsh","NT (Walsh)","0.0000","2.4287","2",126,"DOUBLE"
"33303","Samantha Fisher","BC (Brown)","2.0000","2.5938","2",126,"DOUBLE"
"33304","Christianne West","NU (Pinksen)","3.0000","2.6308","2",126,"DOUBLE"
"33305","Marie-Pier Dicaire","QC (Boisvert)","4.0000","2.7592","1",126,"DOUBLE"
"33306","UNKNOWN","PE (Lenentine)","3.0000","2.6307","1",126,"DOUBLE"
"33307","Sara Oliver","MB (Burtnyk)","4.0000","2.7138","1",126,"DOUBLE"
"33308","Michelle Taylor","NL (Godsland)","1.0000","2.7217","1",126,"DOUBLE"
"33309","Kaitlin MacDonald","NU (Pinksen)","3.0000","2.509","1",126,"DOUBLE"
"33310","Katherine Lenoir","NT (Walsh)","0.0000","2.4774","1",126,"DOUBLE"
"33311","Kristie Rogers","PE (Lenentine)","2.0000","2.4618","1",126,"DOUBLE"
"33312","Brooke Godsland","NL (Godsland)","2.8571","2.5113","14",126,"RAISE"
"33313","Sadie Pinksen","NU (Pinksen)","1.3636","2.4013","11",126,"RAISE"
"33314","Émilia Gagné","QC (Boisvert)","2.4444","2.7029","9",126,"RAISE"
"33315","Alyssa Meger","YT (Meger)","1.0000","2.3283","9",126,"RAISE"
"33316","Marcia Richardson","ON (Armstrong)","2.6667","2.6694","9",126,"RAISE"
"33317","Kaitlyn Jones","SK (Jones)","2.5000","2.3988","8",126,"RAISE"
"33318","Hailey Ryan","MB (Burtnyk)","3.1250","2.7534","8",126,"RAISE"
"33319","Megan Smith","NO (Burns)","2.7143","2.7253","7",126,"RAISE"
"33320","Camille Boisvert","QC (Boisvert)","3.2857","2.4968","7",126,"RAISE"
"33321","Laura Burtnyk","MB (Burtnyk)","1.1667","2.3129","6",126,"RAISE"
"33322","Sara Oliver","MB (Burtnyk)","2.5000","2.7225","6",126,"RAISE"
"33323","Corryn Brown","BC (Brown)","3.1667","2.5502","6",126,"RAISE"
"33324","Dezaray Hawes","BC (Brown)","3.3333","2.6785","6",126,"RAISE"
"33325","Breanne Burgoyne","PE (Lenentine)","2.1667","2.6945","6",126,"RAISE"
"33326","Kristin Clarke","NS (Clarke)","2.1667","2.5217","6",126,"RAISE"
"33327","Sara England","SK (Jones)","1.5000","2.7477","6",126,"RAISE"
"33328","Rayann Zerr","SK (Jones)","4.0000","2.6677","5",126,"RAISE"
"33329","Hailey Armstrong","ON (Armstrong)","2.2000","2.1768","5",126,"RAISE"
"33330","Krysta Burns","NO (Burns)","2.0000","2.4403","5",126,"RAISE"
"33331","Laura Guénard","QC (Boisvert)","3.2000","2.6287","5",126,"RAISE"
"33332","Lindsay Dubue","ON (Armstrong)","3.0000","2.659","5",126,"RAISE"
"33333","Shantel Hutton","SK (Jones)","2.2000","2.6315","5",126,"RAISE"
"33334","Kristen Streifel","AB (Streifel)","2.8000","2.5252","5",126,"RAISE"
"33335","Brenna Bilassy","AB (Streifel)","2.8000","2.6731","5",126,"RAISE"
"33336","Emily Lloyd","NS (Clarke)","2.2500","2.7242","4",126,"RAISE"
"33337","Julia Hunter","NB (Crook)","1.7500","2.7064","4",126,"RAISE"
"33338","Laura Masters","NO (Burns)","2.7500","2.6913","4",126,"RAISE"
"33339","Marika Van Osch","BC (Brown)","1.7500","2.6429","4",126,"RAISE"
"33340","Isabelle Thiboutot","QC (Boisvert)","2.5000","2.6907","4",126,"RAISE"
"33341","Sara Guy","NO (Burns)","2.5000","2.6866","4",126,"RAISE"
"33342","Zoey Walsh","NT (Walsh)","1.3333","1.9742","3",126,"RAISE"
"33343","Megan Kearley","NL (Godsland)","2.0000","2.5773","3",126,"RAISE"
"33344","Kristie Rogers","PE (Lenentine)","3.6667","2.6246","3",126,"RAISE"
"33345","Lauren Lenentine","PE (Lenentine)","2.0000","2.645","3",126,"RAISE"
"33346","Samantha Crook","NB (Crook)","2.0000","2.7151","3",126,"RAISE"
"33347","Karlee Burgess","NS (Clarke)","2.0000","2.5448","3",126,"RAISE"
"33348","Emily Matthews","YT (Meger)","1.5000","2.4523","2",126,"RAISE"
"33349","Christianne West","NU (Pinksen)","0.5000","2.7079","2",126,"RAISE"
"33350","Melicia Elizaga","NU (Pinksen)","3.5000","2.7645","2",126,"RAISE"
"33351","Rebecca Cormier","MB (Burtnyk)","3.0000","2.7124","2",126,"RAISE"
"33352","Janique LeBlanc","NS (Clarke)","3.0000","2.6532","2",126,"RAISE"
"33353","Michelle Taylor","NL (Godsland)","2.5000","2.7095","2",126,"RAISE"
"33354","Grace Holyoke","ON (Armstrong)","4.0000","2.6433","2",126,"RAISE"
"33355","Danielle Hubbard","NB (Crook)","3.0000","2.7763","2",126,"RAISE"
"33356","Peyton L'Henaff","YT (Meger)","1.0000","2.7878","1",126,"RAISE"
"33357","Kate Goodhelpsen","AB (Streifel)","4.0000","2.5397","1",126,"RAISE"
"33358","UNKNOWN","PE (Lenentine)","1.0000","2.6527","1",126,"RAISE"
"33359","Zaria Netro","YT (Meger)","3.0000","2.7095","1",126,"RAISE"
"33360","Kaitlin MacDonald","NU (Pinksen)","0.0000","2.7288","1",126,"RAISE"
"33361","Gabrielle Molloy","NL (Godsland)","4.0000","2.7314","1",126,"RAISE"
"33362","Samantha Fisher","BC (Brown)","2.0000","2.677","1",126,"RAISE"
"33363","Nicole Griffiths","NT (Walsh)","0.0000","2.5649","1",126,"RAISE"
"33364","Corryn Brown","BC (Brown)","2.7059","2.5492","17",126,"FREEZE"
"33365","Christianne West","NU (Pinksen)","1.2000","2.4135","15",126,"FREEZE"
"33366","Danielle Hubbard","NB (Crook)","2.3333","2.5114","15",126,"FREEZE"
"33367","Julia Hunter","NB (Crook)","1.8667","2.5232","15",126,"FREEZE"
"33368","Dezaray Hawes","BC (Brown)","2.7143","2.5169","14",126,"FREEZE"
"33369","Marika Van Osch","BC (Brown)","2.6154","2.5245","13",126,"FREEZE"
"33370","Laura Guénard","QC (Boisvert)","3.0769","2.555","13",126,"FREEZE"
"33371","Sadie Pinksen","NU (Pinksen)","1.3077","2.3563","13",126,"FREEZE"
"33372","Camille Boisvert","QC (Boisvert)","3.0000","2.5544","12",126,"FREEZE"
"33373","Sara England","SK (Jones)","2.7500","2.4334","12",126,"FREEZE"
"33374","Emily Matthews","YT (Meger)","1.3333","2.4833","12",126,"FREEZE"
"33375","Lauren Lenentine","PE (Lenentine)","2.3636","2.4986","11",126,"FREEZE"
"33376","Zaria Netro","YT (Meger)","1.4545","2.481","11",126,"FREEZE"
"33377","Janique LeBlanc","NS (Clarke)","2.5455","2.5829","11",126,"FREEZE"
"33378","Alyssa Meger","YT (Meger)","1.2000","2.4104","10",126,"FREEZE"
"33379","Samantha Crook","NB (Crook)","2.7000","2.508","10",126,"FREEZE"
"33380","Peyton L'Henaff","YT (Meger)","1.6000","2.4394","10",126,"FREEZE"
"33381","Krysta Burns","NO (Burns)","2.1000","2.4505","10",126,"FREEZE"
"33382","Sara Guy","NO (Burns)","3.2000","2.5767","10",126,"FREEZE"
"33383","Émilia Gagné","QC (Boisvert)","3.1000","2.5402","10",126,"FREEZE"
"33384","Zoey Walsh","NT (Walsh)","1.6667","2.3919","9",126,"FREEZE"
"33385","Emily Lloyd","NS (Clarke)","2.4444","2.7977","9",126,"FREEZE"
"33386","Megan Smith","NO (Burns)","2.6667","2.5923","9",126,"FREEZE"
"33387","Laura Masters","NO (Burns)","3.0000","2.8215","9",126,"FREEZE"
"33388","Kristen Streifel","AB (Streifel)","3.5556","2.5572","9",126,"FREEZE"
"33389","Breanne Burgoyne","PE (Lenentine)","2.5556","2.5575","9",126,"FREEZE"
"33390","Karlee Burgess","NS (Clarke)","1.6250","2.557","8",126,"FREEZE"
"33391","Isabelle Thiboutot","QC (Boisvert)","3.2500","2.6501","8",126,"FREEZE"
"33392","Michelle Taylor","NL (Godsland)","2.1250","2.681","8",126,"FREEZE"
"33393","Laura Burtnyk","MB (Burtnyk)","1.5000","2.5086","8",126,"FREEZE"
"33394","Megan Kearley","NL (Godsland)","2.5000","2.4895","8",126,"FREEZE"
"33395","Kaitlyn Jones","SK (Jones)","2.5714","2.5066","7",126,"FREEZE"
"33396","Kayla Russell","NB (Crook)","2.0000","2.6873","7",126,"FREEZE"
"33397","Sara Oliver","MB (Burtnyk)","2.1429","2.5039","7",126,"FREEZE"
"33398","Rayann Zerr","SK (Jones)","2.2857","2.5262","7",126,"FREEZE"
"33399","Hailey Armstrong","ON (Armstrong)","3.1429","2.4588","7",126,"FREEZE"
"33400","Rebecca Cormier","MB (Burtnyk)","2.6667","2.685","6",126,"FREEZE"
"33401","Rachel O'Connor","PE (Lenentine)","3.3333","2.7225","6",126,"FREEZE"
"33402","Kristie Rogers","PE (Lenentine)","2.3333","2.5623","6",126,"FREEZE"
"33403","Kate Goodhelpsen","AB (Streifel)","2.5000","2.5262","6",126,"FREEZE"
"33404","Kristin Clarke","NS (Clarke)","2.8333","2.5456","6",126,"FREEZE"
"33405","Brooke Godsland","NL (Godsland)","2.1667","2.5529","6",126,"FREEZE"
"33406","Chantele Broderson","AB (Streifel)","3.3333","2.5377","6",126,"FREEZE"
"33407","Hailey Ryan","MB (Burtnyk)","2.0000","2.5822","5",126,"FREEZE"
"33408","Gabrielle Molloy","NL (Godsland)","1.8000","2.5957","5",126,"FREEZE"
"33409","Kaitlin MacDonald","NU (Pinksen)","2.2000","2.4658","5",126,"FREEZE"
"33410","Shantel Hutton","SK (Jones)","3.5000","2.7674","4",126,"FREEZE"
"33411","Nicole Griffiths","NT (Walsh)","0.6667","2.4112","3",126,"FREEZE"
"33412","Melicia Elizaga","NU (Pinksen)","2.0000","2.4319","3",126,"FREEZE"
"33413","Samantha Fisher","BC (Brown)","3.3333","2.682","3",126,"FREEZE"
"33414","Grace Holyoke","ON (Armstrong)","3.0000","2.5084","2",126,"FREEZE"
"33415","Julie Squires-Rowe","NT (Walsh)","0.0000","2.3312","1",126,"FREEZE"
"33416","Marcia Richardson","ON (Armstrong)","4.0000","3.2056","1",126,"FREEZE"
"33417","Brenna Bilassy","AB (Streifel)","2.0000","2.659","1",126,"FREEZE"
"33418","Marcia Richardson","ON (Armstrong)","0.6667","1.8903","6",126,"WICK"
"33419","Laura Masters","NO (Burns)","2.0000","1.9441","3",126,"WICK"
"33420","Samantha Fisher","BC (Brown)","2.0000","1.8541","2",126,"WICK"
"33421","Brenna Bilassy","AB (Streifel)","3.0000","1.8734","1",126,"WICK"
"33422","Emily Lloyd","NS (Clarke)","0.0000","1.8734","1",126,"WICK"
"33423","Dawn McEwen","Jones","3.4535","3.2449","86",113,"DRAW"
"33424","Rachel Brown","Sweeting","3.1148","3.2828","61",113,"DRAW"
"33425","Kristin MacCuish","Einarson","3.0200","3.2479","50",113,"DRAW"
"33426","Lisa Weagle","Homan","3.5778","3.2935","45",113,"DRAW"
"33427","Laine Peters","Carey","3.5333","3.1817","45",113,"DRAW"
"33428","Chelsea Carey","Carey","2.9535","2.8125","43",113,"DRAW"
"33429","Rachel Homan","Homan","3.2857","2.9437","42",113,"DRAW"
"33430","Crystal Webster","Fleury","2.8333","2.8832","42",113,"DRAW"
"33431","Kelsey Rocque","Rocque","2.9268","2.8824","41",113,"DRAW"
"33432","Kerri Einarson","Einarson","2.6053","2.8919","38",113,"DRAW"
"33433","Emma Miskew","Homan","2.8684","2.8832","38",113,"DRAW"
"33434","Amanda Gates","Fleury","2.5135","3.2083","37",113,"DRAW"
"33435","Laura Walker","Rocque","3.0833","2.9153","36",113,"DRAW"
"33436","Val Sweeting","Sweeting","2.8000","2.8256","35",113,"DRAW"
"33437","Tracy Fleury","Fleury","2.7941","2.8883","34",113,"DRAW"
"33438","Joanne Courtney","Homan","3.0882","2.9134","34",113,"DRAW"
"33439","Amy Nixon","Carey","2.7059","2.9003","34",113,"DRAW"
"33440","Liz Fyfe","Einarson","3.1176","2.8722","34",113,"DRAW"
"33441","Dana Ferguson","Sweeting","2.2813","2.8118","32",113,"DRAW"
"33442","Jennifer Jones","Jones","2.9355","2.8402","31",113,"DRAW"
"33443","Lori Olson-Johns","Sweeting","2.3871","2.8422","31",113,"DRAW"
"33444","Jocelyn Peterman","Carey","2.6552","2.8928","29",113,"DRAW"
"33445","Jen Gates","Rocque","3.0345","3.2831","29",113,"DRAW"
"33446","Jenna Walsh","Fleury","2.3103","2.8647","29",113,"DRAW"
"33447","Selena Njegovan","Einarson","3.0000","2.8976","26",113,"DRAW"
"33448","Taylor McDonald","Rocque","2.2800","2.8874","25",113,"DRAW"
"33449","Kaitlyn Lawes","Jones","2.6000","2.8114","15",113,"DRAW"
"33450","Jill Officer","Jones","3.0000","2.8856","12",113,"DRAW"
"33451","Kerri Einarson","Einarson","3.1733","3.2084","75",113,"TAKE-OUT"
"33452","Selena Njegovan","Einarson","3.0500","3.1768","60",113,"TAKE-OUT"
"33453","Liz Fyfe","Einarson","2.9600","3.1378","50",113,"TAKE-OUT"
"33454","Jennifer Jones","Jones","3.3333","3.1555","48",113,"TAKE-OUT"
"33455","Val Sweeting","Sweeting","2.9574","3.2127","47",113,"TAKE-OUT"
"33456","Rachel Homan","Homan","3.6136","3.22","44",113,"TAKE-OUT"
"33457","Tracy Fleury","Fleury","3.2683","3.1976","41",113,"TAKE-OUT"
"33458","Kelsey Rocque","Rocque","3.3500","3.1983","40",113,"TAKE-OUT"
"33459","Emma Miskew","Homan","3.2895","3.2155","38",113,"TAKE-OUT"
"33460","Lori Olson-Johns","Sweeting","3.3235","3.2051","34",113,"TAKE-OUT"
"33461","Jenna Walsh","Fleury","3.2353","3.1884","34",113,"TAKE-OUT"
"33462","Dana Ferguson","Sweeting","3.1765","3.1965","34",113,"TAKE-OUT"
"33463","Chelsea Carey","Carey","3.5625","3.2434","32",113,"TAKE-OUT"
"33464","Crystal Webster","Fleury","3.0000","3.1847","30",113,"TAKE-OUT"
"33465","Joanne Courtney","Homan","3.5000","3.1912","28",113,"TAKE-OUT"
"33466","Kaitlyn Lawes","Jones","3.5000","3.1781","28",113,"TAKE-OUT"
"33467","Jocelyn Peterman","Carey","2.8750","3.1987","24",113,"TAKE-OUT"
"33468","Jill Officer","Jones","3.1364","3.0948","22",113,"TAKE-OUT"
"33469","Amy Nixon","Carey","3.0000","3.2235","22",113,"TAKE-OUT"
"33470","Laura Walker","Rocque","3.0526","3.2385","19",113,"TAKE-OUT"
"33471","Amanda Gates","Fleury","3.3158","3.2242","19",113,"TAKE-OUT"
"33472","Lisa Weagle","Homan","3.3333","3.2054","18",113,"TAKE-OUT"
"33473","Kristin MacCuish","Einarson","3.7222","3.1584","18",113,"TAKE-OUT"
"33474","Taylor McDonald","Rocque","2.8235","3.2031","17",113,"TAKE-OUT"
"33475","Rachel Brown","Sweeting","3.1538","3.2343","13",113,"TAKE-OUT"
"33476","Jen Gates","Rocque","3.1111","3.2555","9",113,"TAKE-OUT"
"33477","Dawn McEwen","Jones","3.0000","3.1371","6",113,"TAKE-OUT"
"33478","Laine Peters","Carey","3.0000","3.3313","6",113,"TAKE-OUT"
"33479","Kristin MacCuish","Einarson","3.6615","3.615","65",113,"FRONT"
"33480","Jen Gates","Rocque","3.6842","3.6083","57",113,"FRONT"
"33481","Amanda Gates","Fleury","3.5273","3.5968","55",113,"FRONT"
"33482","Lisa Weagle","Homan","3.8679","3.6066","53",113,"FRONT"
"33483","Laine Peters","Carey","3.5789","3.605","38",113,"FRONT"
"33484","Rachel Brown","Sweeting","3.7838","3.6034","37",113,"FRONT"
"33485","Taylor McDonald","Rocque","3.5185","3.554","27",113,"FRONT"
"33486","Liz Fyfe","Einarson","3.7778","3.5967","18",113,"FRONT"
"33487","Jenna Walsh","Fleury","3.1667","3.5295","18",113,"FRONT"
"33488","Dawn McEwen","Jones","3.9091","3.6227","11",113,"FRONT"
"33489","Joanne Courtney","Homan","3.7778","3.5687","9",113,"FRONT"
"33490","Laura Walker","Rocque","3.1111","3.6018","9",113,"FRONT"
"33491","Jocelyn Peterman","Carey","3.4286","3.551","7",113,"FRONT"
"33492","Selena Njegovan","Einarson","3.8333","3.6593","6",113,"FRONT"
"33493","Dana Ferguson","Sweeting","3.4000","3.551","5",113,"FRONT"
"33494","Amy Nixon","Carey","3.4000","3.5963","5",113,"FRONT"
"33495","Crystal Webster","Fleury","3.6667","3.5069","3",113,"FRONT"
"33496","Lori Olson-Johns","Sweeting","3.0000","3.3768","3",113,"FRONT"
"33497","Emma Miskew","Homan","4.0000","3.607","2",113,"FRONT"
"33498","Val Sweeting","Sweeting","4.0000","3.5331","1",113,"FRONT"
"33499","Jennifer Jones","Jones","1.0000","1.9748","1",113,"FRONT"
"33500","Rachel Homan","Homan","4.0000","3.6938","1",113,"FRONT"
"33501","Jill Officer","Jones","3.0000","3.6167","1",113,"FRONT"
"33502","Kaitlyn Lawes","Jones","3.1304","2.9634","23",113,"HIT-ROLL"
"33503","Val Sweeting","Sweeting","2.8333","2.8959","18",113,"HIT-ROLL"
"33504","Crystal Webster","Fleury","2.7500","2.9676","17",113,"HIT-ROLL"
"33505","Lori Olson-Johns","Sweeting","2.6471","2.9813","17",113,"HIT-ROLL"
"33506","Jill Officer","Jones","3.3077","2.9298","13",113,"HIT-ROLL"
"33507","Jenna Walsh","Fleury","2.4167","2.9696","12",113,"HIT-ROLL"
"33508","Laura Walker","Rocque","3.0000","2.9421","12",113,"HIT-ROLL"
"33509","Kelsey Rocque","Rocque","3.0000","2.8888","10",113,"HIT-ROLL"
"33510","Jennifer Jones","Jones","3.2000","2.8786","10",113,"HIT-ROLL"
"33511","Emma Miskew","Homan","3.5000","2.9875","10",113,"HIT-ROLL"
"33512","Tracy Fleury","Fleury","2.4444","2.8417","9",113,"HIT-ROLL"
"33513","Amy Nixon","Carey","3.3333","3.0138","9",113,"HIT-ROLL"
"33514","Dana Ferguson","Sweeting","2.8750","2.9199","8",113,"HIT-ROLL"
"33515","Taylor McDonald","Rocque","2.6250","2.8758","8",113,"HIT-ROLL"
"33516","Selena Njegovan","Einarson","2.3750","2.9565","8",113,"HIT-ROLL"
"33517","Kerri Einarson","Einarson","2.7500","2.9258","8",113,"HIT-ROLL"
"33518","Chelsea Carey","Carey","3.6250","2.969","8",113,"HIT-ROLL"
"33519","Joanne Courtney","Homan","2.5714","2.8855","7",113,"HIT-ROLL"
"33520","Jocelyn Peterman","Carey","2.8571","3.0053","7",113,"HIT-ROLL"
"33521","Rachel Brown","Sweeting","1.0000","3.0331","4",113,"HIT-ROLL"
"33522","Liz Fyfe","Einarson","3.7500","2.9149","4",113,"HIT-ROLL"
"33523","Jen Gates","Rocque","3.5000","3.0432","4",113,"HIT-ROLL"
"33524","Rachel Homan","Homan","2.6667","3.0189","3",113,"HIT-ROLL"
"33525","Kristin MacCuish","Einarson","3.3333","2.8342","3",113,"HIT-ROLL"
"33526","Laine Peters","Carey","3.0000","3.1218","3",113,"HIT-ROLL"
"33527","Dawn McEwen","Jones","4.0000","2.9807","2",113,"HIT-ROLL"
"33528","Amanda Gates","Fleury","2.0000","2.8008","2",113,"HIT-ROLL"
"33529","Lisa Weagle","Homan","4.0000","3.3099","1",113,"HIT-ROLL"
"33530","Emma Miskew","Homan","3.5500","3.4404","20",113,"GUARD"
"33531","Selena Njegovan","Einarson","3.7143","3.4249","14",113,"GUARD"
"33532","Jocelyn Peterman","Carey","3.6667","3.3455","12",113,"GUARD"
"33533","Joanne Courtney","Homan","3.6364","3.4026","11",113,"GUARD"
"33534","Amy Nixon","Carey","3.1818","3.4036","11",113,"GUARD"
"33535","Tracy Fleury","Fleury","3.0000","3.3322","10",113,"GUARD"
"33536","Lori Olson-Johns","Sweeting","3.4000","3.3848","10",113,"GUARD"
"33537","Crystal Webster","Fleury","3.2222","3.3607","9",113,"GUARD"
"33538","Val Sweeting","Sweeting","3.1111","3.3777","9",113,"GUARD"
"33539","Liz Fyfe","Einarson","3.3333","3.4112","9",113,"GUARD"
"33540","Rachel Homan","Homan","3.5000","3.3775","8",113,"GUARD"
"33541","Laura Walker","Rocque","3.5714","3.4822","7",113,"GUARD"
"33542","Rachel Brown","Sweeting","3.5714","3.3368","7",113,"GUARD"
"33543","Chelsea Carey","Carey","4.0000","3.3716","6",113,"GUARD"
"33544","Dana Ferguson","Sweeting","3.8333","3.3637","6",113,"GUARD"
"33545","Jennifer Jones","Jones","2.4000","3.2526","5",113,"GUARD"
"33546","Kerri Einarson","Einarson","3.2000","3.3482","5",113,"GUARD"
"33547","Taylor McDonald","Rocque","3.6000","3.4559","5",113,"GUARD"
"33548","Jill Officer","Jones","4.0000","3.4037","5",113,"GUARD"
"33549","Jenna Walsh","Fleury","2.8000","3.3469","5",113,"GUARD"
"33550","Lisa Weagle","Homan","3.6000","3.3041","5",113,"GUARD"
"33551","Laine Peters","Carey","2.7500","3.3257","4",113,"GUARD"
"33552","Kaitlyn Lawes","Jones","4.0000","3.4279","4",113,"GUARD"
