"","year","event","event_id","game_id","start_time","round","draw","sheet","team1","team2","team1_score","team2_score","lsfe_team","ee"
"1055","2022","Pan Continental Championship",195,"8689","2022-11-01 08:00:00",NA,"Men's Draw 3","D","CAN (Gushue)","JPN (Yanagisawa)","11","2","CAN (Gushue)","0"
"1056","2022","Pan Continental Championship",195,"8678","2022-10-31 14:00:00",NA,"Men's Draw 2","A","AUS (Hewitt)","JPN (Yanagisawa)","6","5","JPN (Yanagisawa)","0"
"1057","2022","Pan Continental Championship",195,"8679","2022-10-31 14:00:00",NA,"Men's Draw 2","B","CAN (Gushue)","BRA (De Mello)","7","1","CAN (Gushue)","0"
"1058","2022","Pan Continental Championship",195,"8680","2022-10-31 14:00:00",NA,"Men's Draw 2","C","USA (Dropkin)","TPE (Shen)","9","2","USA (Dropkin)","0"
"1059","2022","Pan Continental Championship",195,"8681","2022-10-31 14:00:00",NA,"Men's Draw 2","D","NZL (Hood)","KOR (Jeong)","3","10","KOR (Jeong)","0"
"1060","2022","Pan Continental Championship",195,"8666","2022-10-30 14:00:00",NA,"Men's Draw 1","A","CAN (Gushue)","USA (Dropkin)","8","10","USA (Dropkin)","1"
"1061","2022","Pan Continental Championship",195,"8667","2022-10-30 14:00:00",NA,"Men's Draw 1","B","NZL (Hood)","AUS (Hewitt)","6","5","AUS (Hewitt)","0"
"1062","2022","Pan Continental Championship",195,"8668","2022-10-30 14:00:00",NA,"Men's Draw 1","C","KOR (Jeong)","JPN (Yanagisawa)","7","5","JPN (Yanagisawa)","0"
"1063","2022","Pan Continental Championship",195,"8669","2022-10-30 14:00:00",NA,"Men's Draw 1","D","TPE (Shen)","BRA (De Mello)","9","3","BRA (De Mello)","0"
"1064","2022","GSOC Tour Challenge Tier 1",190,"8646","2022-10-23 10:30:00",NA,"Final","B","Dunstone","Edin","3","7","Edin","0"
"1065","2022","GSOC Tour Challenge Tier 1",190,"8606","2022-10-22 21:00:00",NA,"Semifinal","A","Edin","Gushue","6","5","Edin","1"
"1066","2022","GSOC Tour Challenge Tier 1",190,"8643","2022-10-22 21:00:00",NA,"Semifinal","D","Koe","Dunstone","2","7","Dunstone","0"
"1067","2022","GSOC Tour Challenge Tier 1",190,"8627","2022-10-22 13:00:00",NA,"Quarterfinal","A","Dunstone","Schwaller","8","3","Dunstone","0"
"1068","2022","GSOC Tour Challenge Tier 1",190,"8580","2022-10-22 13:00:00",NA,"Quarterfinal","B","Retornaz","Koe","5","7","Retornaz","0"
"1069","2022","GSOC Tour Challenge Tier 1",190,"8599","2022-10-22 13:00:00",NA,"Quarterfinal","C","Gushue","Mouat","8","4","Gushue","0"
"1070","2022","GSOC Tour Challenge Tier 1",190,"8601","2022-10-22 13:00:00",NA,"Quarterfinal","D","Carruthers","Edin","3","5","Edin","0"
"1071","2022","GSOC Tour Challenge Tier 1",190,"8625","2022-10-22 09:00:00",NA,"Tiebreaker","D","Koe","Epping","7","5","Koe","0"
"1072","2022","GSOC Tour Challenge Tier 1",190,"8660","2022-10-21 17:00:00",NA,"15","A","Epping","Whyte","7","4","Whyte","0"
"1073","2022","GSOC Tour Challenge Tier 1",190,"8628","2022-10-21 17:00:00",NA,"15","B","Gushue","Mouat","7","3","Gushue","0"
"1074","2022","GSOC Tour Challenge Tier 1",190,"8644","2022-10-21 17:00:00",NA,"15","C","Carruthers","Dunstone","5","6","Dunstone","0"
"1075","2022","GSOC Tour Challenge Tier 1",190,"8649","2022-10-21 17:00:00",NA,"15","D","Brunner","Horgan","6","3","Horgan","0"
"1076","2022","GSOC Tour Challenge Tier 1",190,"8574","2022-10-21 09:30:00",NA,"13","A","Retornaz","Koe","7","1","Retornaz","0"
"1077","2022","GSOC Tour Challenge Tier 1",190,"8587","2022-10-21 09:30:00",NA,"13","B","Bottcher","Edin","3","7","Bottcher","0"
"1078","2022","GSOC Tour Challenge Tier 1",190,"8645","2022-10-21 09:30:00",NA,"13","C","Schwaller","Flasch","6","2","Flasch","0"
"1079","2022","GSOC Tour Challenge Tier 1",190,"8604","2022-10-21 09:30:00",NA,"13","D","Walstad","Hösli","3","5","Walstad","0"
"1080","2022","GSOC Tour Challenge Tier 1",190,"8567","2022-10-20 21:00:00",NA,"12","A","Carruthers","Gushue","3","6","Carruthers","0"
"1081","2022","GSOC Tour Challenge Tier 1",190,"8624","2022-10-20 21:00:00",NA,"12","B","Epping","Brunner","8","3","Brunner","0"
"1082","2022","GSOC Tour Challenge Tier 1",190,"8612","2022-10-20 21:00:00",NA,"12","C","Whyte","Horgan","8","1","Horgan","0"
"1083","2022","GSOC Tour Challenge Tier 1",190,"8653","2022-10-20 21:00:00",NA,"12","D","Mouat","Dunstone","5","3","Dunstone","0"
"1084","2022","GSOC Tour Challenge Tier 1",190,"8648","2022-10-20 13:00:00",NA,"10","A","Walstad","Flasch","3","7","Flasch","0"
"1085","2022","GSOC Tour Challenge Tier 1",190,"8611","2022-10-20 13:00:00",NA,"10","B","Hösli","Schwaller","6","9","Schwaller","0"
"1086","2022","GSOC Tour Challenge Tier 1",190,"8633","2022-10-20 13:00:00",NA,"10","C","Edin","Koe","3","1","Edin","0"
"1087","2022","GSOC Tour Challenge Tier 1",190,"8582","2022-10-20 13:00:00",NA,"10","D","Retornaz","Bottcher","6","5","Retornaz","0"
"1088","2022","GSOC Tour Challenge Tier 1",190,"8655","2022-10-19 21:00:00",NA,"8","A","Schwaller","Bottcher","7","4","Schwaller","0"
"1089","2022","GSOC Tour Challenge Tier 1",190,"8626","2022-10-19 21:00:00",NA,"8","B","Walstad","Koe","4","8","Walstad","0"
"1090","2022","GSOC Tour Challenge Tier 1",190,"8558","2022-10-19 21:00:00",NA,"8","C","Hösli","Retornaz","2","8","Retornaz","0"
"1091","2022","GSOC Tour Challenge Tier 1",190,"8578","2022-10-19 21:00:00",NA,"8","D","Flasch","Edin","3","7","Edin","0"
"1092","2022","GSOC Tour Challenge Tier 1",190,"8654","2022-10-19 13:00:00",NA,"6","A","Dunstone","Brunner","9","5","Dunstone","0"
"1093","2022","GSOC Tour Challenge Tier 1",190,"8586","2022-10-19 13:00:00",NA,"6","B","Carruthers","Horgan","7","2","Horgan","0"
"1094","2022","GSOC Tour Challenge Tier 1",190,"8595","2022-10-19 13:00:00",NA,"6","C","Epping","Mouat","1","9","Mouat","0"
"1095","2022","GSOC Tour Challenge Tier 1",190,"8559","2022-10-19 13:00:00",NA,"6","D","Gushue","Whyte","8","4","Whyte","0"
"1096","2022","GSOC Tour Challenge Tier 1",190,"8592","2022-10-18 16:00:00",NA,"3","A","Edin","Hösli","8","3","Edin","0"
"1097","2022","GSOC Tour Challenge Tier 1",190,"8651","2022-10-18 16:00:00",NA,"3","B","Retornaz","Flasch","6","3","Flasch","0"
"1098","2022","GSOC Tour Challenge Tier 1",190,"8658","2022-10-18 16:00:00",NA,"3","C","Walstad","Bottcher","8","4","Walstad","0"
"1099","2022","GSOC Tour Challenge Tier 1",190,"8589","2022-10-18 09:00:00",NA,"1","A","Horgan","Mouat","2","8","Horgan","0"
"1100","2022","GSOC Tour Challenge Tier 1",190,"8631","2022-10-18 09:00:00",NA,"1","B","Whyte","Dunstone","6","8","Dunstone","0"
"1101","2022","GSOC Tour Challenge Tier 1",190,"8634","2022-10-18 09:00:00",NA,"1","C","Brunner","Gushue","3","9","Brunner","0"
"1102","2022","GSOC Tour Challenge Tier 1",190,"8618","2022-10-18 09:00:00",NA,"1","D","Carruthers","Epping","6","5","Epping","1"
"1103","2022","GSOC Tour Challenge Tier 2",192,"8652","2022-10-23 10:30:00",NA,"Final","A","Sluchinski","Dropkin","3","6","Sluchinski","0"
"1104","2022","GSOC Tour Challenge Tier 2",192,"8621","2022-10-18 16:00:00",NA,"3","E","Dropkin","Jacques","4","1","Dropkin","0"
"1105","2022","GSOC Tour Challenge Tier 2",192,"8614","2022-10-18 16:00:00",NA,"3","F","Asselin","Hartung","10","3","Asselin","0"
"1106","2022","GSOC Tour Challenge Tier 2",192,"8661","2022-10-18 16:00:00",NA,"3","H","Tao","K Sturmay","2","5","Tao","0"
"1107","2022","GSOC Tour Challenge Tier 2",192,"8588","2022-10-18 09:00:00",NA,"1","E","Shuster","Webb","3","5","Shuster","0"
"1108","2022","GSOC Tour Challenge Tier 2",192,"8613","2022-10-18 09:00:00",NA,"1","F","Sluchinski","Stocker","5","1","Stocker","0"
"1109","2022","GSOC Tour Challenge Tier 2",192,"8609","2022-10-18 09:00:00",NA,"1","G","Kleibrink","Hoestmaeli","2","9","Hoestmaeli","0"
"1110","2022","GSOC Tour Challenge Tier 2",192,"8581","2022-10-18 09:00:00",NA,"1","H","McEwen","Gauthier","5","4","McEwen","0"
"1111","2022","GSOC National",187,"8535","2022-10-09 14:00:00",NA,"Final","B","Gushue","Edin","5","4","Edin","1"
"1112","2022","GSOC National",187,"8504","2022-10-08 19:00:00",NA,"Semifinal","C","Dropkin","Gushue","0","11","Gushue","0"
"1113","2022","GSOC National",187,"8514","2022-10-08 19:00:00",NA,"Semifinal","D","Dunstone","Edin","3","4","Edin","1"
"1114","2022","GSOC National",187,"8529","2022-10-08 15:00:00",NA,"Quarterfinal","A","Dunstone","Koe","6","5","Dunstone","0"
"1115","2022","GSOC National",187,"8527","2022-10-08 15:00:00",NA,"Quarterfinal","B","Dropkin","Bottcher","7","5","Bottcher","1"
"1116","2022","GSOC National",187,"8499","2022-10-08 15:00:00",NA,"Quarterfinal","C","Edin","Flasch","9","1","Edin","0"
"1117","2022","GSOC National",187,"8524","2022-10-08 15:00:00",NA,"Quarterfinal","D","Brunner","Gushue","6","9","Gushue","0"
"1118","2022","GSOC National",187,"8501","2022-10-08 07:00:00",NA,"Tiebreaker","A","Hösli","Flasch","3","6","Flasch","0"
"1119","2022","GSOC National",187,"8528","2022-10-07 19:00:00",NA,"16","A","Retornaz","Howard","5","8","Retornaz","0"
"1120","2022","GSOC National",187,"8510","2022-10-07 19:00:00",NA,"16","B","McEwen","Koe","4","7","McEwen","0"
"1121","2022","GSOC National",187,"8500","2022-10-07 19:00:00",NA,"16","C","Gushue","Flasch","5","3","Flasch","0"
"1122","2022","GSOC National",187,"8497","2022-10-07 19:00:00",NA,"16","D","Bottcher","Hösli","7","4","Bottcher","0"
"1123","2022","GSOC National",187,"8520","2022-10-07 11:00:00",NA,"14","A","Brunner","Edin","5","9","Edin","0"
"1124","2022","GSOC National",187,"8525","2022-10-07 11:00:00",NA,"14","B","Schwaller","Whyte","6","7","Schwaller","0"
"1125","2022","GSOC National",187,"8498","2022-10-07 11:00:00",NA,"14","C","Carruthers","Dunstone","4","7","Carruthers","0"
"1126","2022","GSOC National",187,"8518","2022-10-07 11:00:00",NA,"14","D","Mouat","Dropkin","3","5","Mouat","0"
"1127","2022","GSOC National",187,"8532","2022-10-06 15:00:00",NA,"11","A","Hösli","Flasch","7","4","Hösli","0"
"1128","2022","GSOC National",187,"8533","2022-10-06 15:00:00",NA,"11","B","Gushue","Bottcher","5","3","Bottcher","0"
"1129","2022","GSOC National",187,"8503","2022-10-06 15:00:00",NA,"11","C","McEwen","Howard","8","5","McEwen","0"
"1130","2022","GSOC National",187,"8530","2022-10-06 15:00:00",NA,"11","D","Koe","Retornaz","5","2","Koe","0"
"1131","2022","GSOC National",187,"8523","2022-10-06 07:30:00",NA,"9","A","Dunstone","Mouat","7","3","Dunstone","0"
"1132","2022","GSOC National",187,"8508","2022-10-06 07:30:00",NA,"9","B","Dropkin","Carruthers","7","0","Dropkin","0"
"1133","2022","GSOC National",187,"8512","2022-10-06 07:30:00",NA,"9","C","Edin","Whyte","6","5","Whyte","1"
"1134","2022","GSOC National",187,"8511","2022-10-06 07:30:00",NA,"9","D","Schwaller","Brunner","6","2","Schwaller","0"
"1135","2022","GSOC National",187,"8516","2022-10-05 15:00:00",NA,"7","A","Dropkin","Whyte","5","3","Whyte","0"
"1136","2022","GSOC National",187,"8513","2022-10-05 15:00:00",NA,"7","B","Dunstone","Brunner","7","9","Brunner","1"
"1137","2022","GSOC National",187,"8522","2022-10-05 15:00:00",NA,"7","C","Schwaller","Mouat","5","7","Schwaller","0"
"1138","2022","GSOC National",187,"8534","2022-10-05 15:00:00",NA,"7","D","Carruthers","Edin","6","7","Carruthers","1"
"1139","2022","GSOC National",187,"8515","2022-10-05 07:30:00",NA,"5","A","Koe","Gushue","6","8","Koe","0"
"1140","2022","GSOC National",187,"8495","2022-10-05 07:30:00",NA,"5","B","Howard","Hösli","6","7","Howard","0"
"1141","2022","GSOC National",187,"8505","2022-10-05 07:30:00",NA,"5","C","Retornaz","Bottcher","5","6","Retornaz","0"
"1142","2022","GSOC National",187,"8506","2022-10-05 07:30:00",NA,"5","D","Flasch","McEwen","10","4","McEwen","0"
"1143","2022","GSOC National",187,"8519","2022-10-04 17:30:00",NA,"4","A","Schwaller","Carruthers","5","6","Carruthers","0"
"1144","2022","GSOC National",187,"8517","2022-10-04 17:30:00",NA,"4","B","Mouat","Edin","1","4","Edin","0"
"1145","2022","GSOC National",187,"8521","2022-10-04 17:30:00",NA,"4","C","Dropkin","Brunner","3","7","Dropkin","0"
"1146","2022","GSOC National",187,"8509","2022-10-04 17:30:00",NA,"4","D","Dunstone","Whyte","5","4","Dunstone","1"
"1147","2022","GSOC National",187,"8502","2022-10-04 10:30:00",NA,"2","A","McEwen","Bottcher","4","5","Bottcher","0"
"1148","2022","GSOC National",187,"8496","2022-10-04 10:30:00",NA,"2","B","Flasch","Retornaz","7","4","Flasch","0"
"1149","2022","GSOC National",187,"8526","2022-10-04 10:30:00",NA,"2","C","Hösli","Koe","5","6","Hösli","1"
"1150","2022","GSOC National",187,"8531","2022-10-04 10:30:00",NA,"2","D","Gushue","Howard","7","6","Howard","0"
"1151","2022","Pointsbet Invitational",188,"7959","2022-09-25 13:30:00",NA,"Final","B","Carruthers","Dunstone","8","4","Carruthers","0"
"1152","2022","Pointsbet Invitational",188,"7955","2022-09-24 14:00:00",NA,"Semifinal","B","Bottcher","Dunstone","5","9","Bottcher","0"
"1153","2022","Pointsbet Invitational",188,"7956","2022-09-24 14:00:00",NA,"Semifinal","C","Gushue","Carruthers","4","5","Carruthers","1"
"1154","2022","Pointsbet Invitational",188,"7948","2022-09-23 14:00:00",NA,"Quarterfinal","A","Bottcher","Flasch","10","3","Bottcher","0"
"1155","2022","Pointsbet Invitational",188,"7946","2022-09-23 14:00:00",NA,"Quarterfinal","B","Gushue","Epping","8","4","Epping","0"
"1156","2022","Pointsbet Invitational",188,"7947","2022-09-23 14:00:00",NA,"Quarterfinal","C","Dunstone","Howard","8","7","Howard","1"
"1157","2022","Pointsbet Invitational",188,"7945","2022-09-23 14:00:00",NA,"Quarterfinal","D","Koe","Carruthers","6","8","Carruthers","0"
"1158","2022","Pointsbet Invitational",188,"7934","2022-09-22 17:00:00",NA,"2","A","Smeltzer","Koe","4","13","Smeltzer","0"
"1159","2022","Pointsbet Invitational",188,"7931","2022-09-22 17:00:00",NA,"2","B","Carruthers","Calvert","11","2","Carruthers","0"
"1160","2022","Pointsbet Invitational",188,"7933","2022-09-22 17:00:00",NA,"2","C","Gushue","Deagle","8","4","Gushue","0"
"1161","2022","Pointsbet Invitational",188,"7932","2022-09-22 17:00:00",NA,"2","D","Epping","McEwen","7","4","Epping","0"
"1162","2022","Pointsbet Invitational",188,"7919","2022-09-21 17:00:00",NA,"1","A","Asselin","Howard","2","11","Howard","0"
"1163","2022","Pointsbet Invitational",188,"7920","2022-09-21 17:00:00",NA,"1","B","Smith","Dunstone","2","15","Dunstone","0"
"1164","2022","Pointsbet Invitational",188,"7918","2022-09-21 17:00:00",NA,"1","C","Rooney","Bottcher","3","11","Rooney","0"
"1165","2022","Pointsbet Invitational",188,"7917","2022-09-21 17:00:00",NA,"1","D","Flasch","Sturmay","6","5","Sturmay","1"
"1166","2022","Baden Masters",184,"7823","2022-08-21 13:30:00",NA,"Final","2","Gosgens","Walstad","3","5","Walstad","0"
"1167","2022","Baden Masters",184,"7824","2022-08-21 09:00:00",NA,"Semifinal","2","Høstmaelingen","Walstad","1","12","Walstad","0"
"1168","2022","Junior World Championships",175,"7323","2022-05-22 09:00:00",NA,"Gold Medal Game",NA,"SCO (Craik)","GER (Kapp)","7","1","SCO (Craik)","0"
"1169","2022","Junior World Championships",175,"7324","2022-05-22 09:00:00",NA,"Bronze Medal Game",NA,"NOR (Høstmælingen)","CAN (Purcell)","4","13","CAN (Purcell)","0"
"1170","2022","Junior World Championships",175,"7322","2022-05-21 14:00:00",NA,"Semi-final","B","GER (Kapp)","CAN (Purcell)","8","5","GER (Kapp)","0"
"1171","2022","Junior World Championships",175,"7321","2022-05-21 14:00:00",NA,"Semi-final","D","SCO (Craik)","NOR (Høstmælingen)","7","5","SCO (Craik)","0"
"1172","2022","Junior World Championships",175,"7320","2022-05-20 14:00:00",NA,"Draw 9","C","CAN (Purcell)","SWE (Landelius)","6","3","SWE (Landelius)","0"
"1173","2022","Junior World Championships",175,"7319","2022-05-19 19:00:00",NA,"Draw 8","B","SCO (Craik)","SWE (Landelius)","11","4","SWE (Landelius)","0"
"1174","2022","Junior World Championships",175,"7318","2022-05-18 14:00:00",NA,"Draw 6","B","USA (Casper)","NOR (Høstmælingen)","8","5","NOR (Høstmælingen)","0"
"1175","2022","Junior World Championships",175,"7317","2022-05-17 09:00:00",NA,"Draw 4","A","KOR (Lee)","SWE (Landelius)","8","3","KOR (Lee)","0"
"1176","2022","Junior World Championships",175,"7316","2022-05-16 14:00:00",NA,"Draw 3","A","ITA (Colli)","CAN (Purcell)","3","8","ITA (Colli)","0"
"1177","2022","Junior World Championships",175,"7315","2022-05-15 09:00:00",NA,"Draw 1","B","CAN (Purcell)","USA (Casper)","10","11","USA (Casper)","0"
"1178","2022","GSOC Champions Cup",158,"6246","2022-05-08 14:00:00",NA,"Final","B","Gushue","Koe","8","5","Koe","0"
"1179","2022","GSOC Champions Cup",158,"6239","2022-05-08 00:00:00",NA,"Semifinal","B","Gushue","Edin","6","5","Edin","1"
"1180","2022","GSOC Champions Cup",158,"6251","2022-05-08 00:00:00",NA,"Semifinal","D","Koe","Jacobs","4","3","Jacobs","0"
"1181","2022","GSOC Champions Cup",158,"6245","2022-05-07 20:00:00",NA,"Quarterfinal","A","Bottcher","Gushue","3","6","Bottcher","0"
"1182","2022","GSOC Champions Cup",158,"6238","2022-05-07 20:00:00",NA,"Quarterfinal","C","Jacobs","Gunnlaugson","6","2","Jacobs","0"
"1183","2022","GSOC Champions Cup",158,"6256","2022-05-07 00:00:00",NA,"15","C","S. Kim","Gunnlaugson","3","6","S. Kim","0"
"1184","2022","GSOC Champions Cup",158,"6253","2022-05-07 00:00:00",NA,"15","D","Jacques","Epping","4","5","Epping","0"
"1185","2022","GSOC Champions Cup",158,"6235","2022-05-06 20:00:00",NA,"14","C","Dropkin","Mouat","7","5","Dropkin","0"
"1186","2022","GSOC Champions Cup",158,"6257","2022-05-06 20:00:00",NA,"14","D","Koe","Sturmay","6","5","Koe","0"
"1187","2022","GSOC Champions Cup",158,"6229","2022-05-06 16:00:00",NA,"13","C","Edin","Bottcher","3","8","Bottcher","0"
"1188","2022","GSOC Champions Cup",158,"6237","2022-05-06 16:00:00",NA,"13","D","Gushue","Jacobs","7","4","Gushue","0"
"1189","2022","GSOC Champions Cup",158,"6228","2022-05-06 12:30:00",NA,"12","B","Dropkin","S. Kim","6","4","Dropkin","0"
"1190","2022","GSOC Champions Cup",158,"6234","2022-05-06 12:30:00",NA,"12","C","Sturmay","Jacques","2","8","Jacques","0"
"1191","2022","GSOC Champions Cup",158,"6225","2022-05-06 00:00:00",NA,"11","B","Mouat","Edin","4","8","Edin","0"
"1192","2022","GSOC Champions Cup",158,"6231","2022-05-06 00:00:00",NA,"11","C","Koe","Gushue","8","5","Koe","0"
"1193","2022","GSOC Champions Cup",158,"6258","2022-05-05 20:00:00",NA,"10","B","Bottcher","Gunnlaugson","7","6","Bottcher","0"
"1194","2022","GSOC Champions Cup",158,"6249","2022-05-05 20:00:00",NA,"10","C","Epping","Jacobs","2","6","Jacobs","0"
"1195","2022","GSOC Champions Cup",158,"6254","2022-05-05 16:00:00",NA,"9","A","S. Kim","Edin","4","5","S. Kim","1"
"1196","2022","GSOC Champions Cup",158,"6244","2022-05-05 16:00:00",NA,"9","B","Gushue","Jacques","8","2","Gushue","0"
"1197","2022","GSOC Champions Cup",158,"6226","2022-05-05 12:30:00",NA,"8","A","Gunnlaugson","Dropkin","9","6","Gunnlaugson","0"
"1198","2022","GSOC Champions Cup",158,"6247","2022-05-05 12:30:00",NA,"8","B","Epping","Sturmay","6","3","Epping","0"
"1199","2022","GSOC Champions Cup",158,"6224","2022-05-05 00:00:00",NA,"7","A","Mouat","Bottcher","6","4","Bottcher","0"
"1200","2022","GSOC Champions Cup",158,"6250","2022-05-05 00:00:00",NA,"7","B","Koe","Jacobs","7","8","Jacobs","1"
"1201","2022","GSOC Champions Cup",158,"6255","2022-05-04 20:00:00",NA,"6","A","Gushue","Sturmay","4","5","Sturmay","0"
"1202","2022","GSOC Champions Cup",158,"6236","2022-05-04 20:00:00",NA,"6","D","Edin","Dropkin","6","4","Dropkin","0"
"1203","2022","GSOC Champions Cup",158,"6252","2022-05-04 16:00:00",NA,"5","A","Koe","Epping","7","3","Koe","0"
"1204","2022","GSOC Champions Cup",158,"6241","2022-05-04 16:00:00",NA,"5","D","Gunnlaugson","Mouat","4","3","Gunnlaugson","1"
"1205","2022","GSOC Champions Cup",158,"6233","2022-05-04 12:30:00",NA,"4","A","Jacobs","Jacques","7","4","Jacobs","0"
"1206","2022","GSOC Champions Cup",158,"6240","2022-05-04 12:30:00",NA,"4","D","S. Kim","Bottcher","6","5","S. Kim","0"
"1207","2022","GSOC Champions Cup",158,"6243","2022-05-03 22:00:00",NA,"3","C","Edin","Gunnlaugson","6","5","Edin","1"
"1208","2022","GSOC Champions Cup",158,"6242","2022-05-03 22:00:00",NA,"3","D","Gushue","Epping","7","4","Gushue","0"
"1209","2022","GSOC Champions Cup",158,"6232","2022-05-03 18:30:00",NA,"2","C","Dropkin","Bottcher","3","5","Dropkin","0"
"1210","2022","GSOC Champions Cup",158,"6230","2022-05-03 18:30:00",NA,"2","D","Jacques","Koe","2","11","Koe","0"
"1211","2022","GSOC Champions Cup",158,"6227","2022-05-03 15:00:00",NA,"1","C","S. Kim","Mouat","6","5","Mouat","0"
"1212","2022","GSOC Champions Cup",158,"6248","2022-05-03 15:00:00",NA,"1","D","Sturmay","Jacobs","5","6","Sturmay","1"
"1213","2022","GSOC Players Championship",96,"3940","2022-04-17 18:00:00",NA,"Final","C","Edin","Mouat","3","8","Mouat","0"
"1214","2022","GSOC Players Championship",96,"3949","2022-04-16 22:00:00",NA,"Semifinal","A","Edin","Gushue","6","5","Edin","0"
"1215","2022","GSOC Players Championship",96,"3971","2022-04-16 22:00:00",NA,"Semifinal","C","Mouat","Bottcher","8","3","Mouat","0"
"1216","2022","GSOC Players Championship",96,"3939","2022-04-16 18:00:00",NA,"Quarterfinal","A","Bottcher","Gunnlaugson","8","3","Gunnlaugson","0"
"1217","2022","GSOC Players Championship",96,"3965","2022-04-16 18:00:00",NA,"Quarterfinal","B","Jacobs","Edin","4","6","Edin","0"
"1218","2022","GSOC Players Championship",96,"3950","2022-04-16 18:00:00",NA,"Quarterfinal","C","Gushue","Koe","4","2","Gushue","0"
"1219","2022","GSOC Players Championship",96,"3961","2022-04-16 18:00:00",NA,"Quarterfinal","D","Mouat","McEwen","7","5","Mouat","0"
"1220","2022","GSOC Players Championship",96,"3969","2022-04-16 10:30:00",NA,"17","B","Koe","Dunstone","7","5","Koe","0"
"1221","2022","GSOC Players Championship",96,"3945","2022-04-16 10:30:00",NA,"17","C","McEwen","Howard","6","2","McEwen","0"
"1222","2022","GSOC Players Championship",96,"3943","2022-04-16 10:30:00",NA,"17","D","Whyte","Jacobs","3","6","Jacobs","0"
"1223","2022","GSOC Players Championship",96,"3956","2022-04-15 18:00:00",NA,"15","A","Koe","Gushue","3","7","Gushue","0"
"1224","2022","GSOC Players Championship",96,"3959","2022-04-15 18:00:00",NA,"15","B","Howard","Retornaz","6","2","Retornaz","0"
"1225","2022","GSOC Players Championship",96,"3972","2022-04-15 18:00:00",NA,"15","C","Whyte","Bottcher","3","5","Bottcher","0"
"1226","2022","GSOC Players Championship",96,"3955","2022-04-15 18:00:00",NA,"15","D","McEwen","Gunnlaugson","2","4","McEwen","0"
"1227","2022","GSOC Players Championship",96,"3944","2022-04-15 10:30:00",NA,"13","B","Jacobs","Epping","9","3","Jacobs","0"
"1228","2022","GSOC Players Championship",96,"3948","2022-04-15 10:30:00",NA,"13","C","Hoesli","Dunstone","2","8","Dunstone","0"
"1229","2022","GSOC Players Championship",96,"3967","2022-04-14 22:00:00",NA,"12","B","Mouat","Koe","8","2","Mouat","0"
"1230","2022","GSOC Players Championship",96,"3941","2022-04-14 22:00:00",NA,"12","D","Bottcher","Edin","2","6","Bottcher","0"
"1231","2022","GSOC Players Championship",96,"3970","2022-04-14 18:00:00",NA,"11","A","Hoesli","Schwaller","6","5","Schwaller","0"
"1232","2022","GSOC Players Championship",96,"3947","2022-04-14 18:00:00",NA,"11","C","Flasch","Jacobs","4","5","Jacobs","1"
"1233","2022","GSOC Players Championship",96,"3960","2022-04-14 14:00:00",NA,"10","A","Gunnlaugson","Dunstone","6","5","Dunstone","1"
"1234","2022","GSOC Players Championship",96,"3951","2022-04-14 14:00:00",NA,"10","C","Epping","McEwen","3","4","McEwen","1"
"1235","2022","GSOC Players Championship",96,"3966","2022-04-14 10:30:00",NA,"9","A","Whyte","Howard","6","4","Whyte","0"
"1236","2022","GSOC Players Championship",96,"3946","2022-04-14 10:30:00",NA,"9","C","Retornaz","Gushue","2","3","Gushue","0"
"1237","2022","GSOC Players Championship",96,"3974","2022-04-13 22:00:00",NA,"8","A","McEwen","Edin","4","7","Edin","1"
"1238","2022","GSOC Players Championship",96,"3973","2022-04-13 22:00:00",NA,"8","B","Bottcher","Epping","5","3","Epping","0"
"1239","2022","GSOC Players Championship",96,"3952","2022-04-13 22:00:00",NA,"8","C","Gunnlaugson","Koe","4","8","Koe","0"
"1240","2022","GSOC Players Championship",96,"3976","2022-04-13 22:00:00",NA,"8","D","Dunstone","Mouat","3","6","Mouat","0"
"1241","2022","GSOC Players Championship",96,"3938","2022-04-13 18:00:00",NA,"7","A","Jacobs","Retornaz","2","7","Retornaz","0"
"1242","2022","GSOC Players Championship",96,"3957","2022-04-13 18:00:00",NA,"7","B","Gushue","Flasch","10","3","Flasch","0"
"1243","2022","GSOC Players Championship",96,"3964","2022-04-13 18:00:00",NA,"7","C","Schwaller","Howard","4","7","Howard","0"
"1244","2022","GSOC Players Championship",96,"3975","2022-04-13 18:00:00",NA,"7","D","Hoesli","Whyte","4","8","Hoesli","0"
"1245","2022","GSOC Players Championship",96,"3942","2022-04-12 20:30:00",NA,"4","A","Bottcher","Flasch","7","2","Flasch","0"
"1246","2022","GSOC Players Championship",96,"3968","2022-04-12 20:30:00",NA,"4","B","McEwen","Jacobs","10","5","McEwen","0"
"1247","2022","GSOC Players Championship",96,"3958","2022-04-12 20:30:00",NA,"4","C","Whyte","Dunstone","6","7","Whyte","0"
"1248","2022","GSOC Players Championship",96,"3953","2022-04-12 20:30:00",NA,"4","D","Howard","Gunnlaugson","3","6","Gunnlaugson","0"
"1249","2022","GSOC Players Championship",96,"3962","2022-04-12 17:00:00",NA,"3","A","Epping","Gushue","9","3","Epping","0"
"1250","2022","GSOC Players Championship",96,"3977","2022-04-12 17:00:00",NA,"3","B","Edin","Retornaz","6","3","Edin","0"
"1251","2022","GSOC Players Championship",96,"3963","2022-04-12 17:00:00",NA,"3","C","Hoesli","Mouat","4","7","Hoesli","0"
