"","athlete","team","avg_pts","exp_pts","n","event_id","task"
"27321","Andrew Klassen","AUG","2.3898","2.718","59",155,"DRAW"
"27322","Spencer Clark","SOO","2.7458","2.9827","59",155,"DRAW"
"27323","Daniel Wenzek","DOU","3.0714","2.7601","56",155,"DRAW"
"27324","Nicholas Servant","SOO","2.4717","2.7497","53",155,"DRAW"
"27325","Gregory Crawford","CON","3.0392","2.9826","51",155,"DRAW"
"27326","Tyler Marshall","NIA","2.8400","2.8048","50",155,"DRAW"
"27327","Aiden Anderson","AUG","2.7292","2.9183","48",155,"DRAW"
"27328","Austin Lavallee","AUG","2.9149","2.7655","47",155,"DRAW"
"27329","Ethan Doig","NIA","2.7609","2.7556","46",155,"DRAW"
"27330","Colton Simard","AUG","2.5000","2.7964","46",155,"DRAW"
"27331","Evan Van Amsterdam","CON","2.7727","2.7586","44",155,"DRAW"
"27332","John Ritchie","NAI","2.4651","2.7508","43",155,"DRAW"
"27333","Austin Kelts-Larsen","RDR","2.2000","2.8117","40",155,"DRAW"
"27334","Dan Lethbridge","SOO","2.7179","2.7684","39",155,"DRAW"
"27335","Cody Holowaychuk","CON","2.4872","2.7294","39",155,"DRAW"
"27336","Sterling Middleton","DOU","2.8378","2.7561","37",155,"DRAW"
"27337","Logan James","FAN","2.8333","2.7989","36",155,"DRAW"
"27338","Jordan Smith","RDR","3.1714","2.9158","35",155,"DRAW"
"27339","Carter Snethun","RDR","2.6765","2.7494","34",155,"DRAW"
"27340","Jacob Reid","SOO","2.7059","2.8376","34",155,"DRAW"
"27341","Tyler Twining","FAN","3.0000","2.7452","32",155,"DRAW"
"27342","Tyler Van Amsterdam","CON","2.9667","2.7595","30",155,"DRAW"
"27343","Kelly Kay","DOU","2.9286","2.7474","28",155,"DRAW"
"27344","Andrew Jones","RDR","2.7600","2.7356","25",155,"DRAW"
"27345","Shayne Copeland","RDR","2.6429","2.8856","14",155,"DRAW"
"27346","Josh Buchholtz","CON","2.0000","3.1579","13",155,"DRAW"
"27347","UNKNOWN","NAI","2.5000","2.703","4",155,"DRAW"
"27348","Brandon Twining","FAN","3.0000","3.3188","3",155,"DRAW"
"27349","Nicholas Viel","SOO","2.0000","2.8727","1",155,"DRAW"
"27350","Carter Snethun","RDR","2.7460","3.0642","63",155,"TAKE-OUT"
"27351","Daniel Wenzek","DOU","3.0179","3.0339","56",155,"TAKE-OUT"
"27352","Colton Simard","AUG","2.8750","3.0963","56",155,"TAKE-OUT"
"27353","Andrew Klassen","AUG","2.4107","2.996","56",155,"TAKE-OUT"
"27354","Sterling Middleton","DOU","3.1250","3.071","56",155,"TAKE-OUT"
"27355","Jonah Tobinski","NAI","3.2157","3.1185","51",155,"TAKE-OUT"
"27356","Austin Kelts-Larsen","RDR","2.8235","3.0258","51",155,"TAKE-OUT"
"27357","John Ritchie","NAI","3.2917","3.0907","48",155,"TAKE-OUT"
"27358","Tyler Van Amsterdam","CON","2.9792","3.0911","48",155,"TAKE-OUT"
"27359","Austin Lavallee","AUG","2.5745","3.0476","47",155,"TAKE-OUT"
"27360","Trygg Jensen","NAI","2.8085","3.062","47",155,"TAKE-OUT"
"27361","Evan Van Amsterdam","CON","3.3043","3.0518","46",155,"TAKE-OUT"
"27362","Samuel Steep","NIA","2.5333","3.0489","45",155,"TAKE-OUT"
"27363","Jacob Reid","SOO","3.0455","3.0996","44",155,"TAKE-OUT"
"27364","Cody Holowaychuk","CON","2.9286","3.0246","42",155,"TAKE-OUT"
"27365","Kelly Kay","DOU","3.0000","3.0478","42",155,"TAKE-OUT"
"27366","Tyler Marshall","NIA","3.0000","3.062","41",155,"TAKE-OUT"
"27367","Charlie Richard","FAN","2.8293","3.0501","41",155,"TAKE-OUT"
"27368","Logan James","FAN","3.1500","3.0558","40",155,"TAKE-OUT"
"27369","Dan Lethbridge","SOO","3.2778","3.0303","36",155,"TAKE-OUT"
"27370","Nicholas Servant","SOO","3.2000","3.0709","35",155,"TAKE-OUT"
"27371","Tyler Twining","FAN","3.0909","3.0429","33",155,"TAKE-OUT"
"27372","Ethan Doig","NIA","2.5000","2.9863","32",155,"TAKE-OUT"
"27373","Andrew Jones","RDR","2.7500","3.0231","32",155,"TAKE-OUT"
"27374","Nicholas Umbach","DOU","3.4286","3.073","28",155,"TAKE-OUT"
"27375","Sam Stephenson","NAI","2.8929","3.0822","28",155,"TAKE-OUT"
"27376","Aiden Anderson","AUG","2.8462","3.048","26",155,"TAKE-OUT"
"27377","Spencer Clark","SOO","2.9375","3.0645","16",155,"TAKE-OUT"
"27378","Brady St. Louis","FAN","2.8000","3.0582","15",155,"TAKE-OUT"
"27379","Gregory Crawford","CON","3.3846","3.0789","13",155,"TAKE-OUT"
"27380","Shayne Copeland","RDR","2.8333","3.0617","12",155,"TAKE-OUT"
"27381","David Cressman","NIA","3.2727","3.1127","11",155,"TAKE-OUT"
"27382","Jordan Smith","RDR","2.2857","2.9643","7",155,"TAKE-OUT"
"27383","UNKNOWN","NAI","2.0000","3.0947","2",155,"TAKE-OUT"
"27384","Josh Buchholtz","CON","0.0000","2.9273","1",155,"TAKE-OUT"
"27385","Aiden Anderson","AUG","2.8701","3.3723","77",155,"FRONT"
"27386","David Cressman","NIA","3.4681","3.3814","47",155,"FRONT"
"27387","Sam Stephenson","NAI","3.6087","3.3788","46",155,"FRONT"
"27388","Jordan Smith","RDR","3.2500","3.3752","44",155,"FRONT"
"27389","Gregory Crawford","CON","3.1905","3.3814","42",155,"FRONT"
"27390","Spencer Clark","SOO","3.3333","3.3696","42",155,"FRONT"
"27391","Brady St. Louis","FAN","3.5263","3.3596","38",155,"FRONT"
"27392","Shayne Copeland","RDR","3.3913","3.3651","23",155,"FRONT"
"27393","Nicholas Umbach","DOU","3.2381","3.3448","21",155,"FRONT"
"27394","Ethan Doig","NIA","2.9500","3.4365","20",155,"FRONT"
"27395","Austin Lavallee","AUG","3.4737","3.4338","19",155,"FRONT"
"27396","Andrew Jones","RDR","3.1538","3.3179","13",155,"FRONT"
"27397","Tyler Marshall","NIA","3.6667","3.4944","9",155,"FRONT"
"27398","Jackson Sweder","AUG","3.5000","3.3731","8",155,"FRONT"
"27399","John Ritchie","NAI","3.3750","3.3628","8",155,"FRONT"
"27400","Tyler Twining","FAN","3.4286","3.5437","7",155,"FRONT"
"27401","Colton Simard","AUG","3.1429","3.4797","7",155,"FRONT"
"27402","Jonah Tobinski","NAI","3.8571","3.4041","7",155,"FRONT"
"27403","Cody Holowaychuk","CON","4.0000","3.4776","7",155,"FRONT"
"27404","Josh Buchholtz","CON","2.5000","3.3592","6",155,"FRONT"
"27405","Kelly Kay","DOU","3.8333","3.3787","6",155,"FRONT"
"27406","Tyler Van Amsterdam","CON","3.6000","3.4799","5",155,"FRONT"
"27407","Dan Lethbridge","SOO","3.2000","3.4979","5",155,"FRONT"
"27408","Nicholas Viel","SOO","3.2500","3.3687","4",155,"FRONT"
"27409","Logan James","FAN","4.0000","3.5395","4",155,"FRONT"
"27410","Carter Snethun","RDR","3.0000","3.4471","4",155,"FRONT"
"27411","Evan Van Amsterdam","CON","2.0000","3.3688","2",155,"FRONT"
"27412","UNKNOWN","NAI","2.5000","3.3563","2",155,"FRONT"
"27413","Jacob Reid","SOO","4.0000","3.5686","2",155,"FRONT"
"27414","Samuel Steep","NIA","4.0000","3.5342","1",155,"FRONT"
"27415","Austin Kelts-Larsen","RDR","4.0000","3.6038","1",155,"FRONT"
"27416","Sterling Middleton","DOU","4.0000","3.3754","1",155,"FRONT"
"27417","Logan James","FAN","3.3103","2.9208","29",155,"HIT-ROLL"
"27418","Colton Simard","AUG","2.7692","2.849","26",155,"HIT-ROLL"
"27419","Tyler Twining","FAN","2.9231","2.8192","26",155,"HIT-ROLL"
"27420","Dan Lethbridge","SOO","2.4231","2.8126","26",155,"HIT-ROLL"
"27421","Tyler Van Amsterdam","CON","2.4800","2.8715","25",155,"HIT-ROLL"
"27422","Jacob Reid","SOO","2.6800","2.8347","25",155,"HIT-ROLL"
"27423","Andrew Klassen","AUG","2.7083","2.7841","24",155,"HIT-ROLL"
"27424","Sterling Middleton","DOU","3.2174","2.9068","23",155,"HIT-ROLL"
"27425","Austin Kelts-Larsen","RDR","3.0455","2.7874","22",155,"HIT-ROLL"
"27426","Charlie Richard","FAN","2.8947","2.7642","19",155,"HIT-ROLL"
"27427","Kelly Kay","DOU","2.4737","2.8066","19",155,"HIT-ROLL"
"27428","Nicholas Servant","SOO","2.3125","2.7398","16",155,"HIT-ROLL"
"27429","Andrew Jones","RDR","3.1250","2.7884","16",155,"HIT-ROLL"
"27430","Daniel Wenzek","DOU","2.8125","2.8778","16",155,"HIT-ROLL"
"27431","John Ritchie","NAI","2.8750","2.8181","16",155,"HIT-ROLL"
"27432","Jonah Tobinski","NAI","3.3333","2.9179","15",155,"HIT-ROLL"
"27433","Evan Van Amsterdam","CON","2.2857","2.7899","14",155,"HIT-ROLL"
"27434","Austin Lavallee","AUG","2.3077","2.7603","13",155,"HIT-ROLL"
"27435","Tyler Marshall","NIA","2.1667","2.8336","12",155,"HIT-ROLL"
"27436","Ethan Doig","NIA","2.4545","2.7882","11",155,"HIT-ROLL"
"27437","Carter Snethun","RDR","2.4000","2.8688","10",155,"HIT-ROLL"
"27438","Samuel Steep","NIA","2.0000","2.8282","9",155,"HIT-ROLL"
"27439","Nicholas Umbach","DOU","3.5556","2.9161","9",155,"HIT-ROLL"
"27440","Cody Holowaychuk","CON","3.0000","2.8274","8",155,"HIT-ROLL"
"27441","Sam Stephenson","NAI","2.1250","2.8456","8",155,"HIT-ROLL"
"27442","Spencer Clark","SOO","3.0000","2.9207","7",155,"HIT-ROLL"
"27443","Aiden Anderson","AUG","2.1667","2.8563","6",155,"HIT-ROLL"
"27444","Trygg Jensen","NAI","3.5000","2.8459","6",155,"HIT-ROLL"
"27445","David Cressman","NIA","2.2500","2.7597","4",155,"HIT-ROLL"
"27446","Brady St. Louis","FAN","3.5000","2.7913","4",155,"HIT-ROLL"
"27447","Jordan Smith","RDR","4.0000","3.1168","2",155,"HIT-ROLL"
"27448","UNKNOWN","NAI","3.0000","2.8458","1",155,"HIT-ROLL"
"27449","Gregory Crawford","CON","4.0000","3.1051","1",155,"HIT-ROLL"
"27450","Trygg Jensen","NAI","3.3529","3.2362","17",155,"GUARD"
"27451","Jonah Tobinski","NAI","3.4667","3.2551","15",155,"GUARD"
"27452","Austin Lavallee","AUG","3.5333","3.2206","15",155,"GUARD"
"27453","Logan James","FAN","3.8333","3.3485","12",155,"GUARD"
"27454","Charlie Richard","FAN","3.5833","3.296","12",155,"GUARD"
"27455","Tyler Van Amsterdam","CON","3.7273","3.3056","11",155,"GUARD"
"27456","Carter Snethun","RDR","2.8182","3.3087","11",155,"GUARD"
"27457","Sterling Middleton","DOU","3.0000","3.2232","10",155,"GUARD"
"27458","Cody Holowaychuk","CON","3.5000","3.1607","10",155,"GUARD"
"27459","Tyler Twining","FAN","3.8000","3.2328","10",155,"GUARD"
"27460","Daniel Wenzek","DOU","3.1111","3.2273","9",155,"GUARD"
"27461","Colton Simard","AUG","2.3333","3.3033","9",155,"GUARD"
"27462","Brady St. Louis","FAN","3.1111","3.2559","9",155,"GUARD"
"27463","Andrew Jones","RDR","3.3750","3.24","8",155,"GUARD"
"27464","Sam Stephenson","NAI","2.8750","3.1858","8",155,"GUARD"
"27465","Austin Kelts-Larsen","RDR","3.2857","3.265","7",155,"GUARD"
"27466","Jacob Reid","SOO","3.3333","3.2657","6",155,"GUARD"
"27467","Nicholas Servant","SOO","3.1667","3.2312","6",155,"GUARD"
"27468","Evan Van Amsterdam","CON","3.5000","3.2405","6",155,"GUARD"
"27469","John Ritchie","NAI","3.6667","3.2028","6",155,"GUARD"
"27470","Nicholas Umbach","DOU","2.0000","3.197","5",155,"GUARD"
"27471","Shayne Copeland","RDR","2.6000","3.1705","5",155,"GUARD"
"27472","Kelly Kay","DOU","2.2000","3.1246","5",155,"GUARD"
"27473","Dan Lethbridge","SOO","3.7500","3.2241","4",155,"GUARD"
"27474","Gregory Crawford","CON","3.5000","3.2071","4",155,"GUARD"
"27475","Andrew Klassen","AUG","3.5000","3.2289","4",155,"GUARD"
"27476","Spencer Clark","SOO","2.6667","3.1028","3",155,"GUARD"
"27477","Ethan Doig","NIA","3.6667","3.2684","3",155,"GUARD"
"27478","Tyler Marshall","NIA","3.0000","3.1855","2",155,"GUARD"
"27479","Aiden Anderson","AUG","2.0000","3.0823","2",155,"GUARD"
"27480","David Cressman","NIA","3.0000","3.2096","1",155,"GUARD"
"27481","Samuel Steep","NIA","4.0000","3.2086","1",155,"GUARD"
"27482","UNKNOWN","NAI","2.0000","3.2066","1",155,"GUARD"
"27483","Josh Buchholtz","CON","4.0000","3.2569","1",155,"GUARD"
"27484","Jordan Smith","RDR","2.0000","3.2569","1",155,"GUARD"
"27485","Kelly Kay","DOU","3.2931","3.4571","58",155,"CLEARING"
"27486","Tyler Twining","FAN","2.6842","3.4348","38",155,"CLEARING"
"27487","John Ritchie","NAI","3.4231","3.4656","26",155,"CLEARING"
"27488","Sterling Middleton","DOU","3.6087","3.5298","23",155,"CLEARING"
"27489","Cody Holowaychuk","CON","3.1667","3.43","18",155,"CLEARING"
"27490","Logan James","FAN","3.5294","3.4586","17",155,"CLEARING"
"27491","Ethan Doig","NIA","2.9375","3.4556","16",155,"CLEARING"
"27492","Daniel Wenzek","DOU","3.8667","3.7098","15",155,"CLEARING"
"27493","Jonah Tobinski","NAI","3.8667","3.53","15",155,"CLEARING"
"27494","Colton Simard","AUG","3.1333","3.5004","15",155,"CLEARING"
"27495","Dan Lethbridge","SOO","3.2308","3.4359","13",155,"CLEARING"
"27496","Andrew Jones","RDR","3.1818","3.4161","11",155,"CLEARING"
"27497","Austin Lavallee","AUG","3.0909","3.4259","11",155,"CLEARING"
"27498","Jacob Reid","SOO","3.0000","3.4765","11",155,"CLEARING"
"27499","Trygg Jensen","NAI","3.1111","3.6947","9",155,"CLEARING"
"27500","Tyler Marshall","NIA","3.8750","3.512","8",155,"CLEARING"
"27501","Carter Snethun","RDR","3.5000","3.5353","8",155,"CLEARING"
"27502","Austin Kelts-Larsen","RDR","4.0000","3.6751","7",155,"CLEARING"
"27503","Tyler Van Amsterdam","CON","3.5000","3.5728","6",155,"CLEARING"
"27504","Samuel Steep","NIA","3.0000","3.605","6",155,"CLEARING"
"27505","Andrew Klassen","AUG","3.6000","3.8042","5",155,"CLEARING"
"27506","Brandon Twining","FAN","3.4000","3.3728","5",155,"CLEARING"
"27507","Charlie Richard","FAN","3.4000","3.6369","5",155,"CLEARING"
"27508","Shayne Copeland","RDR","2.2500","3.4354","4",155,"CLEARING"
"27509","Nicholas Servant","SOO","3.5000","3.7016","4",155,"CLEARING"
"27510","Nicholas Umbach","DOU","3.3333","2.8052","3",155,"CLEARING"
"27511","Evan Van Amsterdam","CON","4.0000","3.834","3",155,"CLEARING"
"27512","Sam Stephenson","NAI","2.3333","2.7414","3",155,"CLEARING"
"27513","Aiden Anderson","AUG","3.0000","3.1834","2",155,"CLEARING"
"27514","Brady St. Louis","FAN","4.0000","3.0214","1",155,"CLEARING"
"27515","David Cressman","NIA","4.0000","3.1391","1",155,"CLEARING"
"27516","Evan Van Amsterdam","CON","1.8462","2.3271","13",155,"DOUBLE"
"27517","Sterling Middleton","DOU","2.5000","2.6709","12",155,"DOUBLE"
"27518","Tyler Van Amsterdam","CON","2.6667","2.6854","12",155,"DOUBLE"
"27519","Andrew Klassen","AUG","2.2727","2.4546","11",155,"DOUBLE"
"27520","Cody Holowaychuk","CON","2.7000","2.6463","10",155,"DOUBLE"
"27521","Colton Simard","AUG","2.3333","2.7688","9",155,"DOUBLE"
"27522","Charlie Richard","FAN","2.4444","2.545","9",155,"DOUBLE"
"27523","Logan James","FAN","1.8750","2.6682","8",155,"DOUBLE"
"27524","Austin Lavallee","AUG","2.3750","2.7188","8",155,"DOUBLE"
"27525","Tyler Marshall","NIA","2.5000","2.6515","8",155,"DOUBLE"
"27526","Samuel Steep","NIA","2.7143","2.4917","7",155,"DOUBLE"
"27527","Austin Kelts-Larsen","RDR","2.0000","2.5703","7",155,"DOUBLE"
"27528","Jonah Tobinski","NAI","2.5000","2.6496","6",155,"DOUBLE"
"27529","Andrew Jones","RDR","3.4000","2.7343","5",155,"DOUBLE"
"27530","Ethan Doig","NIA","2.8000","2.7014","5",155,"DOUBLE"
"27531","Nicholas Servant","SOO","1.6000","2.4706","5",155,"DOUBLE"
"27532","Tyler Twining","FAN","3.2500","2.8327","4",155,"DOUBLE"
"27533","Carter Snethun","RDR","2.2500","2.7424","4",155,"DOUBLE"
"27534","Daniel Wenzek","DOU","3.0000","2.7007","4",155,"DOUBLE"
"27535","Jacob Reid","SOO","2.7500","2.6771","4",155,"DOUBLE"
"27536","Gregory Crawford","CON","1.3333","2.6457","3",155,"DOUBLE"
"27537","Dan Lethbridge","SOO","3.3333","2.7823","3",155,"DOUBLE"
"27538","John Ritchie","NAI","2.3333","2.7195","3",155,"DOUBLE"
"27539","Aiden Anderson","AUG","2.0000","2.6047","2",155,"DOUBLE"
"27540","Kelly Kay","DOU","0.0000","2.5913","2",155,"DOUBLE"
"27541","UNKNOWN","NAI","3.0000","2.6232","1",155,"DOUBLE"
"27542","Brady St. Louis","FAN","4.0000","2.8606","1",155,"DOUBLE"
"27543","Trygg Jensen","NAI","0.0000","2.3388","1",155,"DOUBLE"
"27544","David Cressman","NIA","4.0000","2.8205","1",155,"DOUBLE"
"27545","Shayne Copeland","RDR","4.0000","2.7387","1",155,"DOUBLE"
"27546","Trygg Jensen","NAI","2.1111","2.6501","9",155,"RAISE"
"27547","John Ritchie","NAI","2.7500","2.7669","8",155,"RAISE"
"27548","Charlie Richard","FAN","3.4286","2.6821","7",155,"RAISE"
"27549","Jacob Reid","SOO","1.8333","2.7856","6",155,"RAISE"
"27550","Dan Lethbridge","SOO","2.3333","2.8081","6",155,"RAISE"
"27551","Nicholas Servant","SOO","1.8333","2.4605","6",155,"RAISE"
"27552","Andrew Jones","RDR","2.6000","2.7016","5",155,"RAISE"
"27553","Logan James","FAN","2.5000","2.669","4",155,"RAISE"
"27554","Evan Van Amsterdam","CON","1.5000","2.4342","4",155,"RAISE"
"27555","Andrew Klassen","AUG","3.0000","2.6047","4",155,"RAISE"
"27556","Daniel Wenzek","DOU","1.6667","2.5843","3",155,"RAISE"
"27557","Tyler Twining","FAN","3.6667","2.7096","3",155,"RAISE"
"27558","Tyler Marshall","NIA","2.3333","2.8053","3",155,"RAISE"
"27559","Sterling Middleton","DOU","2.3333","2.6896","3",155,"RAISE"
"27560","Shayne Copeland","RDR","2.0000","2.7489","3",155,"RAISE"
"27561","Tyler Van Amsterdam","CON","1.6667","2.6709","3",155,"RAISE"
"27562","Cody Holowaychuk","CON","3.0000","2.8015","3",155,"RAISE"
"27563","David Cressman","NIA","2.6667","2.8841","3",155,"RAISE"
"27564","Jonah Tobinski","NAI","3.6667","2.8037","3",155,"RAISE"
"27565","Brady St. Louis","FAN","3.0000","2.8192","2",155,"RAISE"
"27566","Gregory Crawford","CON","4.0000","2.7595","2",155,"RAISE"
"27567","Kelly Kay","DOU","3.0000","2.6713","2",155,"RAISE"
"27568","Carter Snethun","RDR","3.0000","2.8561","1",155,"RAISE"
"27569","Samuel Steep","NIA","0.0000","2.4764","1",155,"RAISE"
"27570","Aiden Anderson","AUG","4.0000","2.7657","1",155,"RAISE"
"27571","Colton Simard","AUG","3.0000","2.811","1",155,"RAISE"
"27572","Spencer Clark","SOO","3.0000","2.82","1",155,"RAISE"
"27573","Nicholas Umbach","DOU","0.0000","2.6939","1",155,"RAISE"
"27574","Sam Stephenson","NAI","4.0000","2.6314","1",155,"RAISE"
"27575","UNKNOWN","NAI","2.0000","2.7973","1",155,"RAISE"
"27576","Ethan Doig","NIA","3.0000","2.8045","1",155,"RAISE"
"27577","Austin Lavallee","AUG","2.0000","2.6207","1",155,"RAISE"
"27578","Nicholas Viel","SOO","0.0000","3.1118","1",155,"RAISE"
"27579","Jordan Smith","RDR","2.0000","2.8683","1",155,"RAISE"
"27580","Nicholas Servant","SOO","2.7143","2.6366","7",155,"FREEZE"
"27581","Dan Lethbridge","SOO","2.6667","2.7053","6",155,"FREEZE"
"27582","Jacob Reid","SOO","3.0000","2.6139","6",155,"FREEZE"
"27583","John Ritchie","NAI","2.0000","2.7627","6",155,"FREEZE"
"27584","Trygg Jensen","NAI","2.1667","2.6028","6",155,"FREEZE"
"27585","Andrew Jones","RDR","2.4000","2.7297","5",155,"FREEZE"
"27586","Carter Snethun","RDR","2.2000","2.6898","5",155,"FREEZE"
"27587","Tyler Marshall","NIA","3.2000","2.704","5",155,"FREEZE"
"27588","Tyler Twining","FAN","3.6000","2.7542","5",155,"FREEZE"
"27589","Aiden Anderson","AUG","2.2000","2.7631","5",155,"FREEZE"
"27590","Austin Lavallee","AUG","1.4000","2.6894","5",155,"FREEZE"
"27591","Shayne Copeland","RDR","3.0000","2.6533","4",155,"FREEZE"
"27592","Kelly Kay","DOU","3.2500","2.7105","4",155,"FREEZE"
"27593","Charlie Richard","FAN","1.7500","2.5307","4",155,"FREEZE"
"27594","Logan James","FAN","3.2500","2.7631","4",155,"FREEZE"
"27595","Jonah Tobinski","NAI","2.0000","2.6563","4",155,"FREEZE"
"27596","Ethan Doig","NIA","2.5000","2.5526","4",155,"FREEZE"
"27597","Samuel Steep","NIA","3.0000","2.6478","3",155,"FREEZE"
"27598","Colton Simard","AUG","3.0000","2.7304","3",155,"FREEZE"
"27599","Sam Stephenson","NAI","2.3333","2.8654","3",155,"FREEZE"
"27600","Andrew Klassen","AUG","1.6667","2.6969","3",155,"FREEZE"
"27601","Brady St. Louis","FAN","2.6667","2.8766","3",155,"FREEZE"
"27602","Austin Kelts-Larsen","RDR","3.6667","2.5082","3",155,"FREEZE"
"27603","Evan Van Amsterdam","CON","3.0000","2.6342","3",155,"FREEZE"
"27604","Cody Holowaychuk","CON","3.0000","2.7546","3",155,"FREEZE"
"27605","Nicholas Umbach","DOU","3.5000","2.7443","2",155,"FREEZE"
"27606","Gregory Crawford","CON","3.5000","2.7589","2",155,"FREEZE"
"27607","Jordan Smith","RDR","2.5000","2.8247","2",155,"FREEZE"
"27608","Spencer Clark","SOO","1.5000","2.7992","2",155,"FREEZE"
"27609","Daniel Wenzek","DOU","0.0000","2.7029","1",155,"FREEZE"
"27610","Sterling Middleton","DOU","2.0000","2.7489","1",155,"FREEZE"
"27611","Josh Buchholtz","CON","0.0000","2.67","1",155,"FREEZE"
"27612","David Cressman","NIA","1.0000","2.0174","2",155,"WICK"
"27613","Jordan Smith","RDR","4.0000","2.1105","2",155,"WICK"
"27614","Sam Stephenson","NAI","4.0000","2.2367","1",155,"WICK"
"27615","Nicholas Umbach","DOU","4.0000","2.0174","1",155,"WICK"
"27616","Geoff Walker","CA (Gushue)","3.7559","3.5006","127",31,"DRAW"
"27617","Tim March","ON","3.5478","3.4255","115",31,"DRAW"
"27618","Philip Crowell","NS","3.3889","3.4242","108",31,"DRAW"
"27619","Karrick Martin","AB (Bottcher)","3.4135","3.4605","104",31,"DRAW"
"27620","Colin Hodgson","MB","3.4500","3.4194","101",31,"DRAW"
"27621","Denni Neufeld","WC (McEwen)","3.7273","3.4643","99",31,"DRAW"
"27622","Dallan Muyres","SK","3.4343","3.4185","99",31,"DRAW"
"27623","Ryan Harnden","NO","3.3226","3.4618","93",31,"DRAW"
"27624","Brendan Bottcher","AB (Bottcher)","3.2989","3.0761","87",31,"DRAW"
"27625","Robert Borden","NT","3.3151","3.4404","73",31,"DRAW"
"27626","Matt Dunstone","SK","3.1528","3.1143","72",31,"DRAW"
"27627","Darren Moulding","AB (Bottcher)","3.1667","3.1231","72",31,"DRAW"
"27628","Jamie Murphy","NS","3.2394","3.0809","71",31,"DRAW"
"27629","John Epping","ON","3.2059","3.1666","68",31,"DRAW"
"27630","Mike Fournier","QC","3.2540","3.1451","63",31,"DRAW"
"27631","Ian Withycombe","NL","2.7903","3.3384","62",31,"DRAW"
"27632","Sean Geall","BC","3.1967","3.12","61",31,"DRAW"
"27633","Patrick Janssen","ON","3.1864","3.0929","59",31,"DRAW"
"27634","Jean-François Trépanier","QC","3.1695","3.3593","59",31,"DRAW"
"27635","Brad Thiessen","AB (Bottcher)","3.3276","3.1095","58",31,"DRAW"
"27636","Brad Gushue","CA (Gushue)","3.6034","3.1651","58",31,"DRAW"
"27637","Peter Case","NB","3.4483","3.4265","58",31,"DRAW"
